ID,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating,age
86,055358099X,Cloud Nine,Luanne Rice,2000,Bantam Books,http://images.amazon.com/images/P/055358099X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg,6.75,29.21
87,0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425156842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425156842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425156842.01.LZZZZZZZ.jpg,5.79,45.08
88,0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg,6.69,37.95
89,0553802488,The Face,DEAN KOONTZ,2003,Bantam,http://images.amazon.com/images/P/0553802488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.LZZZZZZZ.jpg,6.65,28.99
90,0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg,6.41,49.35
91,0020199090,Joshua In the Holy Land,Joseph Girzone,1993,Simon Schuster Trade,http://images.amazon.com/images/P/0020199090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020199090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020199090.01.LZZZZZZZ.jpg,6.76,27.04
92,0740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,2002,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740700235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740700235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740700235.01.LZZZZZZZ.jpg,9.41,24.4
93,0446610178,The Sky Is Falling,Sidney Sheldon,2001,Warner Books,http://images.amazon.com/images/P/0446610178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610178.01.LZZZZZZZ.jpg,9.06,48.93
94,0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743229878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743229878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743229878.01.LZZZZZZZ.jpg,6.33,23.2
95,0380732335,Florida Road Kill: A Novel,Tim Dorsey,2000,HarperTorch,http://images.amazon.com/images/P/0380732335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380732335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380732335.01.LZZZZZZZ.jpg,5.87,24.55
96,0060917016,Homeland and Other Stories,Barbara Kingsolver,1990,Perennial,http://images.amazon.com/images/P/0060917016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060917016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060917016.01.LZZZZZZZ.jpg,9.02,45.02
97,0192815318,Cranford (The World's Classics),Elizabeth Gaskell,1982,Oxford University Press,http://images.amazon.com/images/P/0192815318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192815318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192815318.01.LZZZZZZZ.jpg,7.67,47.96
98,0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,1992,Ballantine Books,http://images.amazon.com/images/P/0345374657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345374657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345374657.01.LZZZZZZZ.jpg,6.38,26.97
99,0395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,1995,Houghton Mifflin,http://images.amazon.com/images/P/0395710901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395710901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395710901.01.LZZZZZZZ.jpg,6.7,45.83
100,0823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,1983,Watson-Guptill Publications,http://images.amazon.com/images/P/0823032612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823032612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823032612.01.LZZZZZZZ.jpg,9.86,20.62
101,0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710218.01.LZZZZZZZ.jpg,6.86,32.65
102,0515118656,The Cove,Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515118656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.LZZZZZZZ.jpg,8.87,25.92
103,0553289063,An Inconvenient Woman,Dominick Dunne,1991,Bantam Books,http://images.amazon.com/images/P/0553289063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289063.01.LZZZZZZZ.jpg,7.99,22.36
104,0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg,7.32,32.39
105,0743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/0743418190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg,6.71,42.67
106,0965746828,Home Spun: A Collection,Leon Hale,1997,Winedale Publishing,http://images.amazon.com/images/P/0965746828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965746828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965746828.01.LZZZZZZZ.jpg,9.63,40.48
107,0440225078,Ghost Moon,Karen Robards,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440225078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225078.01.LZZZZZZZ.jpg,9.66,47.57
108,0515134279,The Straw Men,Michael Marshall,2002,Jove Books,http://images.amazon.com/images/P/0515134279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134279.01.LZZZZZZZ.jpg,6.41,46.1
109,0945586051,The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome,1989,Editech Pr,http://images.amazon.com/images/P/0945586051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0945586051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0945586051.01.LZZZZZZZ.jpg,6.94,47.15
110,0590419625,The Teacher from the Black Lagoon,Mike Thaler,1989,Scholastic,http://images.amazon.com/images/P/0590419625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590419625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590419625.01.LZZZZZZZ.jpg,5.37,35.44
111,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg,9.01,46.3
112,0590406019,Last Battle,C. S. Lewis,1988,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590406019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590406019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590406019.01.LZZZZZZZ.jpg,7.17,37.44
113,042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517736X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042517736X.01.LZZZZZZZ.jpg,6.68,49.31
114,038549825X,Not a Day Goes By : A Novel,E. LYNN HARRIS,2001,Anchor,http://images.amazon.com/images/P/038549825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038549825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038549825X.01.LZZZZZZZ.jpg,8.3,31.98
115,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg,9.69,43.92
116,0345353625,Her Mother's Daughter,Marilyn French,1990,Ballantine Books,http://images.amazon.com/images/P/0345353625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353625.01.LZZZZZZZ.jpg,9.81,41.7
117,0308102282,Your Erroneous Zones,Wayne W. Dyer,1976,Harpercollins,http://images.amazon.com/images/P/0308102282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0308102282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0308102282.01.LZZZZZZZ.jpg,8.12,36.1
118,006017143X,The Night Listener,Armistead Maupin,2000,HarperCollins Publishers,http://images.amazon.com/images/P/006017143X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006017143X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006017143X.01.LZZZZZZZ.jpg,9.67,20.61
119,0679401377,The Hellfire Club,Peter Straub,1996,Random House Inc,http://images.amazon.com/images/P/0679401377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679401377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679401377.01.LZZZZZZZ.jpg,7.35,22.01
120,0821772953,The Morning After,Lisa Jackson,2004,Zebra Books,http://images.amazon.com/images/P/0821772953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821772953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821772953.01.LZZZZZZZ.jpg,7.86,35.69
121,0688169678,We Are Our Mothers' Daughters,Cokie Roberts,2000,Perennial,http://images.amazon.com/images/P/0688169678.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688169678.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688169678.01.LZZZZZZZ.jpg,9.22,33.63
122,0439319552,Horus's Horrible Day (First Graders from Mars),Shana Corey,2001,Scholastic,http://images.amazon.com/images/P/0439319552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439319552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439319552.01.LZZZZZZZ.jpg,5.04,21.38
123,0307001164,101 Dalmatians,Justine Korman,1996,Golden Books Publishing Company,http://images.amazon.com/images/P/0307001164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307001164.01.LZZZZZZZ.jpg,5.06,27.19
124,0439569842,How Do Dinosaurs Learn to Read,Jane Yolen,2003,"Scholastic, Inc.",http://images.amazon.com/images/P/0439569842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439569842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439569842.01.LZZZZZZZ.jpg,6.16,25.43
125,0449211770,The Tightrope Walker,Dorothy Gilman,1997,Fawcett Books,http://images.amazon.com/images/P/0449211770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449211770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449211770.01.LZZZZZZZ.jpg,5.83,32.66
126,0312995431,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312995431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995431.01.LZZZZZZZ.jpg,5.87,24.25
127,0312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,2004,St. Martin's Minotaur,http://images.amazon.com/images/P/0312312628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312312628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312312628.01.LZZZZZZZ.jpg,9.5,24.15
128,0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg,7.09,48.98
129,0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003,St. Martin's Minotaur,http://images.amazon.com/images/P/0312986769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312986769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312986769.01.LZZZZZZZ.jpg,5.93,47.56
130,0061096091,Eyeshot,Lynn S. Hightower,1997,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061096091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061096091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061096091.01.LZZZZZZZ.jpg,6.63,29.5
131,0671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,http://images.amazon.com/images/P/0671525832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525832.01.LZZZZZZZ.jpg,6.27,20.95
132,0670855758,Tarot Says Beware (A Herculeah Jones Mystery),Betsy Byars,1995,Viking Books,http://images.amazon.com/images/P/0670855758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670855758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670855758.01.LZZZZZZZ.jpg,8.69,39.24
133,0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.LZZZZZZZ.jpg,7.38,35.88
134,0061042943,Final Appeal,Lisa Scottoline,1994,HarperTorch,http://images.amazon.com/images/P/0061042943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042943.01.LZZZZZZZ.jpg,8.13,25.42
135,0385314019,Women on the Case,Sara Paretsky,1996,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385314019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385314019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385314019.01.LZZZZZZZ.jpg,6.86,44.13
136,0811203220,Stand Still Like the Hummingbird,Henry Miller,1962,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811203220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811203220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811203220.01.LZZZZZZZ.jpg,8.67,49.62
137,0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174484.01.LZZZZZZZ.jpg,5.46,20.8
138,0486272745,The Prince (Dover Thrift Editions),NiccolÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ² Machiavelli,1992,Dover Publications,http://images.amazon.com/images/P/0486272745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486272745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486272745.01.LZZZZZZZ.jpg,7.51,33.8
139,8807120194,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Gianfranco Bettin,1994,Feltrinelli,http://images.amazon.com/images/P/8807120194.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807120194.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807120194.01.LZZZZZZZ.jpg,9.56,37.87
140,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg,8.8,29.99
141,0743213831,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone,http://images.amazon.com/images/P/0743213831.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743213831.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743213831.01.LZZZZZZZ.jpg,6.29,21.62
142,0345305477,Easy Travel to Other Planets,Ted Mooney,1982,Ballantine Books,http://images.amazon.com/images/P/0345305477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345305477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345305477.01.LZZZZZZZ.jpg,9.19,37.44
143,0061080519,The Mist and the Magic (Harper Monogram),Susan Wiggs,1993,Harper Mass Market Paperbacks,http://images.amazon.com/images/P/0061080519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061080519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061080519.01.LZZZZZZZ.jpg,7.79,46.15
144,0062517856,The Monk Downstairs: A Novel,Tim Farrington,2002,HarperSanFrancisco,http://images.amazon.com/images/P/0062517856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062517856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062517856.01.LZZZZZZZ.jpg,5.07,29.19
145,0425169626,Waking the Dead,Scott Spencer,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425169626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169626.01.LZZZZZZZ.jpg,8.32,39.95
146,2070384349,La Faute de l'abbÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mouret,Emile Zola,1991,Gallimard,http://images.amazon.com/images/P/2070384349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.LZZZZZZZ.jpg,9.3,41.14
147,229000510X,Une porte sur l'ÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©tÃÂÃÂÃÂÃÂ?ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Robert A. Heinlein,1999,J'ai lu,http://images.amazon.com/images/P/229000510X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/229000510X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/229000510X.01.LZZZZZZZ.jpg,9.91,32.21
148,3492207006,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper,http://images.amazon.com/images/P/3492207006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.LZZZZZZZ.jpg,5.97,24.36
149,3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596144434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.LZZZZZZZ.jpg,9.02,29.61
150,3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,http://images.amazon.com/images/P/3442724686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.LZZZZZZZ.jpg,9.77,33.37
151,0399147012,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147012.01.LZZZZZZZ.jpg,7.25,26.29
152,0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,http://images.amazon.com/images/P/0688180639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688180639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688180639.01.LZZZZZZZ.jpg,5.76,25.95
153,0525943862,Cheaters,Eric Jerome Dickey,1999,Dutton Books,http://images.amazon.com/images/P/0525943862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525943862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525943862.01.LZZZZZZZ.jpg,5.52,23.43
154,0609605925,Angel Falls,KRISTIN HANNAH,2000,Crown,http://images.amazon.com/images/P/0609605925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609605925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609605925.01.LZZZZZZZ.jpg,9.98,35.58
155,0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684864843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684864843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684864843.01.LZZZZZZZ.jpg,8.99,29.55
156,052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books,http://images.amazon.com/images/P/052594463X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.LZZZZZZZ.jpg,9.69,28.01
157,0842336214,The Promise Remains,Travis Thrasher,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842336214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.LZZZZZZZ.jpg,8.36,34.04
